,Sentence,Sentiment
1044,soni ericsson nokia domin list bestsel handset five model,positive
1045,repeat order follow success instal 159 elev delhi metro system kone spokeswoman told thomson financi news,positive
1046,oper profit kauppalehti group rose eur 15 mn eur 13 mn marketplac eur 13 mn eur 10 mn third quarter 2006,positive
1047,work includ lay natur stone pavement instal underground heat surfac water drainag system,neutral
1048,profit tax eur 01 mn compar eur 04 mn previou year,positive
1049,current termin lure produc subcontract facil mexico manufactur transfer rapala factori shenzhen china,neutral
1050,chang market situat tougher price competit substanti reduc demand bread packag manufactur kauhava plant accord compani,neutral
1051,adp news feb 4 2009 finnish broadband data commun system solut compani telest oyj hel tlt1v said today net profit decreas eur 55 million usd 72 2008 eur 94 million 200,negative
1052,helsinki afx share close higher led nokia announc plan team sanyo manufactur 3g handset nokian tyre fourthquart earn report beat analyst expect dealer said,positive
1053,finnish navig devic manufactur benefon chang name geosentr report net sale eur 11 mn second quarter 2007,neutral
1054,le coq market share 413 percent rival beverag group saku 321 percent,neutral
1055,particular attent paid energi effici construct build design meet requir energi class b leed certif appli,neutral
1056,today orang scissor icon symbol excel ergonom design superior qualiti associ everi product fiskar,neutral
1057,close omx helsinki 25 001 pct lower 306764 point omx helsinki 005 pct 1032146 point 1343 bln eur turnov,neutral
1058,tallink claim watertight door vana tallinn regina baltica includ electr system fulli work order,positive
1059,result improv sale figur sweden,positive
1060,arrang appli group unit outsid finland,neutral
1061,oper profit eur 16 mn 2005 compar eur 59 mn 2004,neutral
1062,rbi surpris street sensex pare gain hit mount 30k,negative
1063,adp news sep 30 2008 finnish secur privaci softwar solut develop stonesoft oyj said today usd 19 million eur 13 order deliv stoneg network secur product unnam russian te,positive
1064,tieto servic also use send process receiv materi relat absente vote,neutral
1065,finlandbas stockmann group close seven franchis sport store nike russia,negative
1066,whitbread profit sale continu rise look new ceo,positive
1067,aspocomp repaid interest bear liabil standard charter bank use rest consider partial repay interest bear liabil finland improv liquid,positive
1068,fasten miss 001 miss revenu fast nyse,negative
1069,finnish invest group norvestia oyj said net profit fell 235 mln euro 306 mln 2006 335 mln euro 436 mln 2005,neutral
1070,commiss found evid sever meet discuss cartel includ one brussel restaur novemb 1997 compani discuss price increas,neutral
1071,part reorganis measur take place spring 2006 tamglass finton start personnel negoti affect entir staff 33,neutral
1072,correnspond 4628 percent okmet share capit vote right,neutral
1073,tim cockroft bring excel track record 18 year experi moreov tim success develop capit market oper kaupth singer friedland involv corpor financ broke focu midmarket compani,positive
1074,25 novemb 2010 finnish paint coat compani tikkurila oyj hel tik1v said today finnish stateown invest compani solidium oy sold 147 stake compani total eur98m,neutral
1075,runway visual rang calcul assess distanc pilot see runway,neutral
1076,abn amro capit agre sell helsinkibas design homewar produc iittala oyj crosstown consum product group fiskar corp eur230 million eur235 million 310 million 316 million,neutral
1077,feed compani suomen rehu raisio import gmo feed,neutral
1078,tecnomen solut use prepaid postpaid bill charg rate voic video call data traffic kind content servic mobil fix network,neutral
1079,perform base valu sustain,neutral
1080,biohit said reduc number leas personnel 10 lay 10 personnel,neutral
1081,gevo plung back 355,negative
1082,compani net profit rose 114 year 822 million euro 2005 sale 6865 million euro 138 year compani said earlier,positive
1083,earn per share ep amount eur0 01,neutral
1084,ingeni hsbc ub coutt su tax avoid client,negative
1085,purchas agreement 7200 ton gasolin deliveri hamina termin finland sign nest oil oyj averag platt index septemb plu eight us dollar per month,positive
1086,short atvi 2455,negative
1087,pkt momentum build breakout trigger long setup,positive
1088,platform would continu develop framework symbian meego,neutral
1089,19 may 2010 finnish compani lemminkainen oyj hel lem1 said today construct offic build toolonlahti downtown helsinki without disclos financi detail,neutral
1090,final price specifi 14 may 2010 acquir compani said,neutral
1091,nordea pankki suomi oyj accord previous announc made forward contract alma media corpor share,neutral
1092,profit tax eur 40 mn eur 49 mn,neutral
1093,report oriolakd chief execut offic eero hautaniemi,neutral
1094,cut number plant group trim fix cost,positive
1095,sina even though report untru proven untur damag done one want touch,negative
1096,merkel govern said support deutsch boersels merger,positive
1097,oper profit declin mainli due increas cost wood recycl fiber strengthen euro,neutral
1098,companiestesco bad start xma â€“ kantar,negative
1099,capac facil made finland vaahto group 86000 ton light coat paper,neutral
1100,17 march 2011 goldman sach estim neg prospect norwegian mobil oper norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,neutral
1101,steek set 2002 base bordeaux southwestern franc,neutral
1102,presid ceo mika vehvilñinen say posit sign first foremost emerg outsid finland,positive
1103,finnish construct group lemminkñinen award two road build contract lithuanian transport administr,positive
1104,accord eijken publish much publish colour book publish provid valu ad inform individualis,neutral
1105,finnish silicon wafer technolog compani okmet oyj omx helsinki okm1v said wednesday 17 septemb invest eur6m sensor wafer busi 2009,neutral
1106,rad would consid opportun add posit compani right track still improv sale,positive
1107,low capac utilis rate steel product consider increas fix cost per unit steel produc,neutral
1108,work assign alreadi start due complet spring 2011,neutral
1109,progress group qpr repres saudi arabia north africa sign framework agreement long term strateg relationship ise,positive
1110,finnish bank àland report oper profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006,negative
1111,finnish kemira net sale eur decreas eur 12596 mn januaryjun 2009 eur 14251 mn januaryjun 2008,neutral
1112,financi term disclos,neutral
1113,compani may tear eye possess one tenth share maximum,neutral
1114,valu order eur 70mn,neutral
1115,recap msft rumor morn spin xbox unit stock grind day close high,positive
1116,accord finnish metso miner valu compani order gone eur 19 bn 12 month,positive
1117,therefor compani 2005 result remain weaker 2004,neutral
1118,breakingview iag pay aer lingu,positive
1119,pine oil project relat upgrad chemic recoveri plant upm pulp mill kymi southern finland,neutral
1120,standard charter shift emergingmarket strategi loss,negative
1121,ab inbev sell sabmil stake china snow beer,neutral
1122,marubeni group focus creat valu chain upstream downstream encompass wide varieti busi field includ oil ga metal miner resourc food pulp paper chemic among other,neutral
1123,base upon uniqu fiber expertis innov approach compani strong market posit sever busi area oper,positive
1124,personnel expertis high level technolog play major role exel composit oper,neutral
1125,cocacola market leader manufactur market share 369 22 correspond period 20042005,negative
1126,metsabotnia sell 821 stake uruguayan compani metsaliitto 55,neutral
1127,aviva weigh cash handout beat profit forecast,positive
1128,tesla recal 2700 model x suv seat issu tsla,negative
1129,bovin slaughter cut kuopio facil transfer kauhajoki slaughterhous,neutral
1130,adjust fall price level contrast less effect,neutral
1131,okmet global custom base sale network product plant finland us contract manufactur japan china,neutral
1132,public servic also avail,neutral
1133,asian traffic declin 34 per cent,neutral
1134,finnish swedish construct market still experienc estim 4 annual growth 2008,positive
1135,stock exchang releas 1032011 1200 sanoma publish annual report financi statement 2010 first corpor respons report,neutral
1136,compani target sale ls 271 mn ls 23498 mn profit ls 300000 ls 371500 2007,neutral
1137,takeov cramo becom second largest rental servic provid latvian market,positive
1138,ruukki restructur commerci industri construct oper pursuit perman improv whilst adjust oper market condit,neutral
1139,project revenu 22 billion 23 billion slightli higher analyst estim 219 billion,positive
1140,brokerag said 2006 seen true turn point european steel base price better price seen carri second quarter 2006,positive
