Sentence,Sentiment
share subscript period stock option 2007a 1 april 2010 31 march 2012,neutral
compani process build new fleet place order 10 pmax tanker 65200 dwt,positive
implement program neg impact 2006 2007 earn mr meiklejohn said,negative
glaxo viiv healthcar sign china manufactur deal desano,positive
ground barleycorn fulli produc finland avail store begin 2010,neutral
fb bot 7847 breakout consolid zone,positive
saudi aramco shell plan break motiva divid asset,negative
ino away,positive
oper profit 12month period decreas eur17 9 net sale increas eur58 3 compar 2007,neutral
finnish industri group ruukki group plc omx helsinki rug1v said friday 14 novemb furnitur busi segment incap furnitur conclud personnel negoti start end septemb,neutral
right margin view separ detail everi custom,neutral
group order book eur 774 mn end 2007,neutral
separ announc helsinki stock exchang atria reveal compani third quarter profit declin eur13 9 third quarter last year eur12 7 year q3,negative
pricelin stock jump new high year barclay upgrad,positive
transact take place without payment merger consider,neutral
arm royalti acceler smartphon market regain strength,positive
compani expect net sale significantli increas 2009,positive
option might includ partial total divest sharehold ovako,neutral
espoon kaupunki award contract person care product,positive
term condit year 2003 stock option scheme publish stock exchang releas 31 march 2003,neutral
bx bancorpsouth announc extens merger agreement,positive
nordic busi report26 june 2006metso corpor win eur50m equip order australia :registered: 19982006 m2 commun ltd finnish engin technolog group metso corpor said monday 26 june receiv eur50m equip order australia,positive
accord report neomarkka kuitu finland custom interest buy compani product restart product,positive
spi bump head declin daili 8ma overhead resist big brother 50ma,negative
acquisit teliasonera would franc telecom biggest sinc 2000 purchas orang plc 278 billion 551 billion would creat world fourthlargest telecom compani behind att inc verizon commun inc ntt corp japan,neutral
oper loss amount eur 08 mn compar profit eur 39 mn year earlier,neutral
solteq plc announc 16122010 share repurchas 16122010 helsinki stock exchang solteq plc hold total 486969 share includ share repurchas 16122010,neutral
current compani forese pretax profit remain 2009 level reach eur 700000 usd 934000 compar previou project slightli better pretax profit,neutral
report period ep stood eur0 07 versu eur0 11,neutral
met locat central busi district cbd bangkok,neutral
finnish ship compani finnlin pretax loss total eur 65 mn third quarter 2009 compar profit eur 03 mn third quarter 2008,neutral
follow last year good profit develop enter current year good posit,positive
kemira rd organ compris approxim 750 peopl compani said,neutral
compani board director propos dividend eur 095 per share 2008 annual gener meet schedul held march 23 2009,neutral
extrem delight project continu cooper vike line,positive
unit price straddl carrier vari eur700 000 eur900 000 compani ad,neutral
bristol port compani seal one million pound contract cooper specialis handl suppli four 45tonn customis reach stacker konecran,positive
welcom,neutral
tecnomen system featur new rang valuead servic prepaid postpaid bill charg rate voic call data traffic kind content servic mobil fix network,neutral
market share volkswagen passeng car finland 101 percent audi market share 31 percent seat share 09 percent,neutral
propos board director issuanc option right otherwis correspond propos board director notic gener meet,neutral
upmkymmen gener four consecut quarter posit free cash flow,positive
export account one tenth compani annual turnov one billion kroon,neutral
finnish electron contract manufactur scanfil net sale eur 522 mn first quarter 2007 eur 601 mn year,negative
compani net sale 38 acquir finland 21 european countri 40 asia 1 us,neutral
profit period total eur 11 mn eur 16 mn third quarter 2008,neutral
net interest incom total eur 159 mn compar eur 156 mn year earlier,positive
financi detail reveal,neutral
accord arehu manag director jouko lahtinen project stabilis cost improv suppli secur,positive
letter econom affair minist list estonian ship compani tallink ask approv entitl 15 cut port fee 2010,neutral
earn per share ep 2005 decreas eur1 87 eur1 89 2003,neutral
oper profit exclud nonrecur item eur 78 million compar eur 112 million,neutral
build hous product develop test laboratori,neutral
tornio work employ 2300 1800 scope fixedperiod parttim temporari layoff apriloctob period,negative
howev proport paid stand order grew 2009,positive
room modifi share compon alreadi indic,neutral
facil lettabl area 19000 sq plot plant locat ratasmaki busi park purchas citi forssa,neutral
facebook user engag fall fb,negative
finnish vaahto group provid papermak technolog process machineri start negoti concern temporari layoff 140 employe compani plant hollola tamper finland,negative
creat interfac similar interact real world enabl experi natur intuit way modern game movi immers use realist 3d graphic,neutral
addit cramo peab sign exclus fiveyear rental agreement finland extend exist rental agreement swedish market anoth five year,positive
sale rose 3009 mln eur compar last year 2761 mln eur line 299 mln eur consensu figur,positive
2010 sanoma magazin expect net sale 2009 level,neutral
fb dax say bye bye 2013 finish great yr w 28 plu,positive
acquir rcp combin strong knowhow expertis solid local compani,positive
profit period eur 156 mn compar eur 141 mn 2007,positive
price given transact merg two london compani work togeth number project includ deliveri timet britain nation express east coast rail network,neutral
gtat reenter short bounc,negative
kai tulonen chief technolog offic sysopen digia say mobil busi suit repres signific mileston compani offer telecommun industri,positive
finnish elev escal maker kone corpor said tuesday 18 march receiv major order sir robert mcalpin suppli elev escal watermark place project citi london,positive
baltic state compani report net sale eur 119 mn eur 142 mn oper ebit eur 22 mn eur 17 mn,negative
neither compani use genet engin soy moment,neutral
kirsi rantanen previous develop director hk ruokatalo poultri busi,neutral
compani expect meat purchas remain 8mn kilo 2011,neutral
luxembourgregist invest fund amber trust ii final approv lithuania competit council acquir 296 percent sanita countri largest pharmaceut produc,positive
crown castl buy tower develop corp 461 million,positive
tom dore long success career drive busi know american market,neutral
european share plung roil bhp oil hope turn ecb,negative
food sale total eur 3235 mn octob 2009 repres decreas 55 octob 2008,neutral
ralli author citi administr consul offici came worker spoke took letter,neutral
sale latin america increas 42 eur 432mn total 87 mn mobil devic sold area repres increas 32 correspond period 2009,positive
employeremploye talk concern 500 peopl whole staff finland,neutral
aapl weekli still 50 move averag creat lower high,negative
paper maker stora enso oyj said friday acquit charg particip paper pricefix conspiraci unit state,positive
commiss applaud appli factbas datadriven approach provid clariti futur petit,positive
accord scanfil demand telecommun network product fluctuat significantli third quarter 2006 situat expect remain unstabl rest year,neutral
compani oper profit 2006 stood 396 mln euro 579 mln,neutral
construct volum meanwhil grow rate 1015 percent annual,positive
situat normalis compani abl increas amount residenti unit sale st petersburg moscow particular,positive
2006 452 million tonn co2 eua eu allow emiss credit eu trade underli market valu approx,neutral
price 10000 kroon par valu bond 966351 kroon primari issu,neutral
part agreement 10 employe john deer forestri document function transfer dokumentori oy,neutral
area also includ central build honkarakenn start negoti deliveri,neutral
